user_id,business_id,stars
J1NzkIT-LoVULqMyn3BYLw,NSnnUpMyby6L8ALJR3AQwQ,5.0
2LvJ7cmCKZs3qLWC318G3g,DJH9y5ZF7KdBuHRMOsgvfA,1.0
gvqLP6TdLl8IHRn6xfnpDA,CcSwOuC87DRw6ncTkmuYKQ,5.0
VqQt9yAmATIZ-AcwYvE00A,ouXAmnaDtkIRKynIvmkzjg,3.0
nB6h1seSeuQLxWfewAHYGw,AcWbIflEot9KREPF4Wl6Bg,5.0
IkhyGpXtmlE9QsMvW87d_Q,K1J1OS-N5y8KSCcdPNxrzA,5.0
kBuTFw7XT-DOQj889K92xg,73cpL-zz69Rm87wPD1RtBA,4.0
terWnelPyxrRno0LpOh-MA,5K6W5eZKzJNImYVxHG7G4g,5.0
nOiNwM-04SG4j6VaETTQHA,zmZ3HkVCeZPBefJJxzdJ7A,5.0
57yMi113Dqujiv2sOwkzCw,itOs1rPS8j8sakiwsl1PEw,5.0
bCwQD1KYNnbciFg-4SISnQ,Pk0poW9ldoK-vaalkiDkhA,5.0
shWQr-i0mdpiafoc95i9Fw,JteUAZZznIV9HP1WHkjtdQ,3.0
BIigoyHX-W2Y7m0ePiYPBA,5T0vKfIJWP1xTnxA7fJ17w,5.0
ztvRQSJ2Be-7TtAYHuMu_w,msntz7uHML_0M9GSsti4ew,3.0
_9idCrWec14119m-ot4oXw,417WZq9KRVwIVzwv2glqQg,5.0
GXLhzdgo2-XnfRUItW-DFA,OC5kki_SlY6vB3Lc3-4rDA,5.0
chifnqrvms4-gdqowKQtRg,UQoW0fr1hdQIrU9oSSoZFA,4.0
nfrMNdovGoY11nVWTXxS5g,0AOdsO0aRRRlwxH_MGeoWg,1.0
B0JW3wYM8P71lUKDI15ZnQ,4sfF1paqVfXvzAIdzs6MQg,5.0
7jc9f2Nn2S--5b-G5cfJ-A,nW9ie3w9ttHmdRkW4IEFrw,5.0
cOS-MNurk0vTQf2QLvbyrA,c8Bg0v5Z9mqXd-CEgl6Qmw,3.0
z0g9fMCwep06OIkgk-LtHA,-Lk-Bf5heuKTl4n7bvptew,5.0
jB1NuRBxwMQuplVz-FbnEw,pDrpsd__F2ywrWJccV1hMA,3.0
ikFd1DDYcxhQZxiDA4IJbg,9JtY3GKP0QJhYzsEzFugOg,4.0
K7yUaP2nSg-pdpmi5TeVrw,ZfKHogPGqQpzgNFSFjfICw,5.0
SN8CmkRSX8PWE8f29zYXVg,n11zac3-fRqFyVcBsWW7VA,5.0
seEbt7j1TePdJEDayDLQRA,fTSnCqv9XiDZkUCA1XZ7Mw,2.0
Bfm-WN7J7tf7vtiRJfNmIw,HSpFgxTcf9lihq1R-pcytQ,5.0
oOvUr7Ti49PYv9NRbH3PGg,KXCXaF5qimmtKKqnPc_LQA,4.0
2OEFkj9ojK4_tcRM5t_IBw,2my2c6ppqTjM0YYsr7Ugcw,3.0
OV6JZ1M5ov65F8PWQzhG-Q,l4nxQLEJ4H8ceJzubEdoaQ,3.0
CeUIul0PVC-1lVFG75wX2w,IJ3_k1RWijwKiVJhlYVjeQ,5.0
fUK_HC03ZX_KiLcduclFMQ,b8hOuhfKH_NSacq22pw8Sg,2.0
Qnb6ZhMBmVmjTCbQfxELmw,EZgqy67WKFlUQlqscPzByg,5.0
-FZBTkAZEXoP7CYvRV2ZwQ,r-hWf-bd9im5rj_l2MeofQ,4.0
TvKu-0QB1scfJfSP9qZqWw,-YeB36gRBvTMOemSKMOJFw,4.0
RRJBBsdINOnAeplLOg6OVA,j68RDnvOaYEwGcY9cTEHpA,5.0
qy8DP0GZ4KIsNdnepjSLZQ,vQNe7TD_QDpGtGbkaAqi8Q,4.0
fE4zOjoAsJcjb5CBbdQywQ,rXxC_ZH58EItO3m5PASzEA,3.0
P3dk909qDuSmdXVDU2wC4w,OS0kKNR7NQY1AZEw4XYCdg,1.0
yFUB674lt3g4arJkZ7546g,0lXTBIqLkPtSyKQDOYeosQ,5.0
RIngfjgrp4ZLoQgVAE6w7w,BjGFlLxYJ9soLlc91ePJwA,1.0
S0U-9GsVcO9o4PvETeeybg,nSU7OxjLYtFFo29E2OQe8A,2.0
TKep-nIfElxWodUm14D0Sg,4CApB_GqrraGweVr1FZtfQ,5.0
A7d46Z9dGVI0Y2cduUAF9Q,O1B-lQ37RoHLis-orL43Cg,3.0
oLhSxTxm4uWZ4cbEFTtw2A,iO4Od9_AKoP-qE6AaSOUBQ,2.0
93aKjwz-Ztk3IW6USsPVRw,PJQZ9aGFMJtVwpRKJeP2rg,5.0
pNpniJInJdkXR9tgm-0FwQ,cq7zSKhge6zPYIJWU39c3A,5.0
JEIiE2fyLeZwnmCxLB1IGw,zxOPrg0m51AxLaq5X_G8Jg,4.0
w7uFPpmPgNUb-UUDOvJVzw,9lZwmUL1gw79BzSSjNRdUw,4.0
N4qYNh25RDc7XKXsKCtZhg,hpz2qRnei2IJROLJUJVvPQ,3.0
B8oqqVpzi5iPvFdfbeI6ig,p0mUCqwj65QGY8hReWg7Rg,3.0
NuXGUNzQ_U6XEuPIIeX6Vw,wt4D33wWvfMiLQczbkq_Bw,5.0
Q6u7-yoQUGs8r-X-VVA2rA,_g-wR8XPsjAn06mYvzgF-g,4.0
hm4hHEBzgioQqWcm1PZVQw,iCpyXPsePXB_UqT4_hVqBg,5.0
zToATq8QEGxtsMNCvvl7Kg,5jl8H2jqtErIHgOCyFRKxA,2.0
E9V7fZvtruKvVGhX_6aMPg,Fxdy2WZ6LAu_C5SPJpqApw,5.0
PNIXS3foH0_HM3fWbYcpSA,91PMm2MrFvY2oG3qMLMkFw,4.0
I95irhOeeybw8xyFle78EQ,vJUTrk0-nm7JbNzPVcPo4A,5.0
a5zhL7ZM-PpMqPv8nIGrmQ,fDagm540ieAAh5G9LA27Yg,4.0
W7Lf1axxYlEJfL_EKUh_4w,fWcF730s120wO8YaRoBj3g,1.0
39oRtZ1BwPwIU6rh5jUx6g,bxy3khT-2R66tcdKjFa2pw,4.0
2JqtWwztYVZ80S20WivzjQ,2ln-fgb6xCCmJ_CzhoPI_w,4.0
Vpk0HVrABRQnHnExJz47Fw,wU1_aZ8ULSf9tO0ToyHoCA,4.0
IXHPfdR2JlGYPHtzVBAhgA,t5EgwRXG6MZSihdqugOSKg,5.0
wR8juXsV8T_bscarrNSF9g,9tEBtu2x3LZFB5eSJebh7g,4.0
sywRLyJCySBZGEyLi-9qyg,1VqftFBUMdktbt2MX5JUNQ,4.0
8wHKhb9wqIHca43Xr1xJZQ,b3Ky42FaxPbFqLgOt4va9w,4.0
ZAJ27ArOM26DAxitjxlPFQ,4droZrSKvd4UmQvCayFj8A,5.0
95AYIk7ku-LNEOS8vB0XgQ,r-syazuWM6eXXaHjo9tCbg,1.0
8LIZpVaDcSxx5Xt1H9MpOQ,mKFFSiBFnqqq3l2lR3H97g,5.0
frgfABlPm4NdkuDVLVD-zQ,j1zh2QS6v4vvdKbpxu58lw,4.0
uxHwXCS93FntdlQpPAlD7Q,3ECKiRRR-I2YJXwtLI1g0Q,5.0
KenL8FsxXtwrBT3OPgORMg,QLbHZLPENLF0FYhH5jLcBA,4.0
7707gsW-p5cgTU6maCPNAg,EeoVGjqTs2rBsCSep6XWmw,5.0
0IeJT_RCFG_qEwH0_W9x1Q,NXHW9lTvBYNuf-mWsu8eTg,4.0
XUN-R1MmL1h1reMapexuLA,gr8vTH6FhwQ1AO06W4t59g,5.0
9KevzNFTu893R_VooHD44g,jK3r03fvMD7FIvmft9XLgw,1.0
hp1Hudjmr8rhE-qYBKoslg,ttZRucfe1fcN_DX2ZGZ1Vg,5.0
WTqDU00CsE3tLU8eWoxvpA,LiL-pKrOcxdXQa_22Jbfmg,5.0
HgIJLXqhOuRTr_zURQFjFg,bPmWDBkjBhV11Yk4BipG4Q,5.0
F476FyflfFDrngN3gHZGFg,xkCYXWLrJ9MKAuboN4hcnQ,1.0
v6Vh6NVgmfzngx4Hs3OEsg,HxegWRjhi7m73mXRI8qQIg,4.0
H3mjdS3scNfFCq7xJPfxvw,7200x8GYzQSeBzuiv3_4BA,4.0
qQOZ-F4XbPAi90SlPdpxqg,JTGjHr9ii1TWq0TNLFkiQw,5.0
pcDANpxxyiqp_bfUJbaCFw,0WqROvvlHjvpeHIP0fg9EQ,1.0
s7reMpL404D343CV1hjxbw,kFBi5h--4rE0U2S8ZYqDyw,3.0
LSSDcE7yn-KtYvD7T7VOXA,-IpGpRUv5lVPEgYTNEjvIA,5.0
1TFjFVSvzkj1W4RS4mnTdg,6txApHApqnY8p2hq7q8qKg,5.0
5qHuYhPt9Tb9plMfLzAa9g,-oCYfB-JL3Yc_RECg4B1Qw,5.0
q5VJvL7iHhT97GFDNkWwxQ,nCP-u3x5a6TKhJ1odHmkbQ,5.0
OJxR2_T2RM14aGF0A8Uw0A,DIRXMPneSiHoOani8QnI3A,1.0
s_8SYsQgJpVIic4f2BYz7w,EvUBrNbcB9hg7druso7QgA,5.0
nWfR3tD004uxt2MPgkuULQ,6_kzEBHpQXkIUTWXFApA3Q,5.0
23kNsFuNPNaOGi4Wxn1t4g,oz882XuZCxajKo64Opgq_Q,3.0
gR-pwCj-Pb2IyTzvG7RaBQ,67NbXOXdoDsSjXJgVY-ULw,3.0
HnEQ4xZKmPIafCbQq1dAvw,ezX80RabJ62B2lbKXCtg3g,4.0
G4qzPhC5lK8TPX2X4DJ9jw,x381VbHu4cUVKvos_SKKhQ,5.0
0m4MkNOQfgurKM_Cx8VHAg,r1kx3jGcLx3X-qcxlogEyw,5.0
HE6BcK5sz4MmfAwIoAwHbg,faN8BF3l66FKitSbVu4RxA,5.0
kOBDNJR2c2AsmAVzSos4GA,S4GFZ45IcgPmOGKwfLQ4ag,5.0
KSJmpVpLW_SY3YBfAIfWag,UTiXV-eKOgdxBi3ZhQdOlg,4.0
IsiKMdf6-KGCVUvvcrq8Ng,aDmtlRc0dQo_tPwlZ4tj8Q,4.0
mGfzD4EfXbbyYx0o3A-d6A,J4Oln2xg4LR9_jbRuQNYjQ,4.0
4iwFd33bcNpVMGCXSVBl7A,VGq9wu_ZtvonP1Rke4CxYw,4.0
Cyd-TaiHdcRCni_qwMoSdA,j0HDaRyqy9gd6Uv-v1okoA,1.0
qwIIsA8ffEnYOFY_nSfofQ,11_G9BjW-FmWX0AZVQ5hsA,2.0
ey6k7IYCq4whIIqkao-Xtg,lIXsFNSHZmhfD0dlbV4lSg,5.0
RqR1bGDgdOPyHDnI73LeFw,B61XmI6tjQ14Q9i05p4biA,4.0
SpNd20fp_BeF31_YCpVIJQ,_p53vrNvW47kNZvRzTQL8A,4.0
uk6eK6XlcfPhkUUbXJLMVQ,by26d0c6EThJCBLZwk_i9A,1.0
gtDN6l3wCxs_TRhV-h0gcw,V9vIyyUgwLlhF3g3AoYZUA,5.0
q3x249UGWYz0x6FsYg9Zmw,RriQeBb2NT81n7DX_pew4Q,5.0
fQSH9H4-tdUBkg1vVaUc3A,kvXWN5kB7CEzmMCf557Xug,4.0
6cyn5sP2OCarYV02KWtuGQ,5HMXgD_gui5n0Tc_hadesg,3.0
_UCg6jpZx6wlcRR3_Cob8w,bxy3khT-2R66tcdKjFa2pw,5.0
irMAzQbkAXJ0SExNSzsdiw,AXFwfcvUWwBWY-1AjJtOpg,2.0
_30kltxXBO3tcO0PbI-QLA,nYY9MYGeueMPSLsoOjWV3g,5.0
Igca-iALUcbynU_fSCEx9g,Ln-8CbKGZGmF-GCqMoMcpA,5.0
MxpEK_FqpThaUu7b0D76Pw,8XLNTHnXfnPsCz3s6K1HCQ,5.0
oJQ2X-LTB9Wik3nVnbB4-g,dSnibtDAigewp2Yutt8kwg,5.0
fku-u-YtNAGtl2IeL5EXUA,_irBz9yudNSlDUVAe9tr5w,4.0
wOQjkPrhDbimk4bwGmSVZg,BXlYwqIWf8m7qk1RFMKCeQ,4.0
ksEbXQJrG2RIgZJj9J-taQ,gbpgngGZU_bHcD3oy_gqhw,5.0
7K4JBmT72KsXC2lWJTKaYA,Qbb_U9MpeaEa76gCzKr6vA,1.0
TdUObBBIgE51oTCGHyRR3Q,PEnMU_He_qHoCfdoAKmjDQ,3.0
7rb4Eg_FipSN4KK9P48IGw,6cTKf8FQmizCx6KMIjS6OQ,2.0
e-8F_aAnxXb16msY9MtYVQ,2mPEkPKYtvPLSTO8MRqM3w,5.0
CBPFOobBMD0aBK7vAiSTSQ,paHbKmPjwirnIP7esoTPCQ,5.0
DECuRZwkUw8ELQZfNGef2Q,buTr0hMiyDbjQvFJgm-Eew,4.0
mmyETqBC8BiQUAR_Yvg8cQ,FbgoSueitrozGXzjEX_u4Q,3.0
xHCq7RGcHMfEoxsxrvwabw,pCNH6bRbyAR7vhaIKoFCxQ,4.0
omkSbTCs64A7yACOpDlo8Q,NJK4QTlp5YmIfAYB_lRfOw,5.0
fDeVlSYX_nfNHc8PaCVacw,LpElBA-El7NnHA5S1L8Z7A,5.0
eMGtdizPqH79M0VQQzIAMw,JkhXi-3RJtmUTlkjrSdWSw,5.0
O-wZNKX9zSMj317qxoLAyg,nOQn6TPDyNjX3M4q_nZBnw,1.0
BP0-drW04RLccxfN3Dm52Q,8qQTcEaMAD3GnDy7Y_CL6A,5.0
ebyYUkqmP3fjPRBibDlpIA,NensKn1MSVU_rm-1Y6WlFA,4.0
UkuiGlhoR193FDMXJFOvaw,tJj3EJKMJGQWElCPQ_5acA,5.0
gLc-SF0kctRvfjXK1bEDRQ,4AUoGEyn7R3u69PsFblqZA,3.0
zhmBmghiFuhjtsroA7TJ7w,BXlYwqIWf8m7qk1RFMKCeQ,4.0
PTTGBSM_fJzkWVtAFJ0OmQ,SI0R_Fw7kFc_2bO_SX2rqw,2.0
9bm0lSvzzflxTE43z5EdWQ,5kegZHJdcscpSfc5AB_Ccw,4.0
1P9BpFZ_d3PGCdytDTYJCw,7iMz2aYlppvfoyfpxpGytg,3.0
mQ3PVnT_n1r1bcOGELJJ0A,gz8aXeMOCSjJ4k1WOjgg-g,2.0
XoWjMgWNMeX1lNgMOkJiFw,9MbWzPRvxANIbpV5PgggNQ,4.0
JtJ5ANuWIGBBQTxEnl2kWQ,yKvlRknp1Feues1rG-aJlg,1.0
hd3kQQzQj7EAtEY1rVkSbA,ZP0ciPjCVNz4aRPmxvCVDQ,4.0
UM63PoWL_5CfmBQraRzsCA,73cpL-zz69Rm87wPD1RtBA,5.0
RKPkxOYQlM0BjhM-H6_vAw,S9NvWyHUPsuYK7ObMV43pA,4.0
Z-bgBcNFGb8xRbjHD62GtQ,Nk5Hsw1SlRF6I1HcY5EGdA,5.0
KFkrAAT4QXNsSkELXAjo3Q,Ssrzo7wq5FMKac-Th1wljA,3.0
8Gt3z5OgcfQ0zNfawzQpNQ,UKIBQrRbY_jo52yHWcZE8g,4.0
Adw55T9ADLS-hpky3tdk3w,WSkc53VTIbO1PLJAsOblSA,5.0
ncIR_2Q08i3Da-Uzf9mVuA,wU1_aZ8ULSf9tO0ToyHoCA,4.0
Ynr9gR0Jvr73TD5t0H9h1Q,2STaAJiI0crbXZcfu-fw9w,5.0
UWbeK9w_jBYqlgkJUw-sCA,J1uidHIL7nE_noUuvFXj0A,4.0
zqgwN87iJF8bYew42LUdQQ,r64GYbh59J778GZLSiltsQ,5.0
nc8PyG0hpjGOb37nR_CULA,uyW6OtCjZmPzYiAvPw60cA,4.0
rG-hhvuKy7wpWLDBSgRmmQ,hZOYhhNMP_yiR7QJT4qawg,5.0
OpdMZQ6H1eGAu4voWPAmuw,aTTewpV85JTi7EVfaT9KUw,5.0
bynvmNP-F_US3wW9s1SrZw,bP6goJODwRnM3AVy45Kn9w,4.0
ngzmpqM2DF4RmfwKXrr6cg,hzamnmFBJF9jnOVa4DGMKg,4.0
iIwao3SEc-cXuyKogRgXlw,8HHlsZ1x55EBhi7jrdBgYg,5.0
S90dZGaWl8-Cy_DKisbK-A,TDQ0lSTHW3RyfVWQuwbBGg,4.0
rGLUNy9vTCNCV6p4PkNUzw,6vuGFDIUeaO5JlyseD6SRw,1.0
FG7gtags2-t0HhJ7hCX9WQ,4THc7ojs6ppNHKhLl74www,3.0
f4TOfR6chjTTdx1w3amg3g,gW29dw1Dt6fZ1Fw-Io5YyA,1.0
qNabKnHHZ5yHHSCVAycXjQ,_MQpjxCXwOoGrMf-b49CjA,5.0
bkUL8jUqLM7z-9qphdqaqQ,0KZ-7H9eK9HnxfNJdem5ZA,4.0
EFdNv2u77ChMuSRejl20FA,GDs0ymtRPWWHlUMBfNT5yg,5.0
haiCwRSSHx2U_oifTJFuYA,24bxH8U1DRu1biUYaaEv8w,3.0
wzoTYBObnjhYXihWAY3MWQ,TQ6orf-JpMzTwItXFnpLQQ,1.0
KVt6_c-hekDm_u1AJZJzRw,aKLaNeoteS7aofO9id53Wg,4.0
RXpxsLvw3v7LPhVAPNRvRw,paHbKmPjwirnIP7esoTPCQ,4.0
TPHhkkOGAtmbe8aVJrQeTw,W3HUpMeYv0GWYgXTGN59Zg,5.0
a46BLqzUnCnaxr4wDYuD-g,qh9GPo8OJa4kxJyZEQkWIQ,4.0
ZcYrSslrSB0O4poFA3-6xw,7XnemYpqDJkUWH6u4D_BdQ,4.0
b7_fK3co92jxuShkMCBLUQ,8UIpOKSN4hGLnNyLOsxSPQ,3.0
MLBXgfnsDQ-PvsXiOlIEGA,VFvCFOYtyK9ae4Skxvf3vA,4.0
c6Aeju-BlDy4lFK14A-ZbQ,uUhQsYvCkzCr5sltYws92A,5.0
tsDu3uWw_de9bUEiJoa7DQ,C8rBW19M-8aNnVJyNHxuPw,5.0
SxCiMXlRVjx8nemXsRhZ7w,E0t0tdMS_hhE9CjXyrzehQ,1.0
AyRa2eaaD2EOkSxdkSrNEA,oagCfgYKmsr6flUYXaziKQ,5.0
5XDgaMQeXLIHpR1e3d-HUQ,oz882XuZCxajKo64Opgq_Q,4.0
F1WPaKaT8Jr9OwuElPXabw,5gJ54ZorEYdQK7TAD7Yz7g,5.0
DQPobouTgiyCbuqrB7LWgg,meznC0oLcwFAeD_3AIyLRw,1.0
_zHZJAGEUOqzQUNW4J6CLw,2v0-gBcXethuNFT6rMGiRw,3.0
S7pZzdrONAE0YFv3BjjODw,_QUh5vFHSuw8R_uiFZ7XKQ,5.0
t59X-BPV4i8fWfpee40ttg,11_lsNdklk6eLuPDIeFEhA,4.0
2i8KG0rMN3AlJsWAqwlm4A,pRTSz2Dk7_ZeIqKwcnY61w,5.0
o4cIOWkfWi9Odpkt8ihGLw,DX4G2Nl_nQWlwPU7rJTtJQ,5.0
q3UOuSCmcBtg28_x4mbz-w,zmZ3HkVCeZPBefJJxzdJ7A,4.0
MHv9FRUZSZzqxJNUhIM7Cg,wJALYqxOidjMBIjlfzpE_Q,4.0
Z_2n7NdU1zZhf1k2_hDvUQ,JksqB-XDaWvxIfhBPfLPSw,4.0
gwVykwRb20IFZNVnPXHwig,zHo7r9SNpF7fG0OGm57c-A,1.0
MkIdmEs94rbZ8xzA-6XaGw,bvLrOXJ4Tc0BuB5AuzdbnQ,5.0
jXOXnlixiLrSx6mv6s73Ew,XgI16hjVMKx7fjiBjSqEcQ,3.0
fa3P8dibTRU8QG-XwVMigw,6fF-nAA2AWTPYF2vlOzqtg,4.0
l969m5Y1VNMG2kGkHy55dg,UxHdOAW-7pjH0NWdoUcf3g,4.0
8FhcpMaMt6gM1FODHOF7GQ,O9KCg8IfPtbNSlk7M0OdSQ,4.0
FHV9p4P7ZEu4PYMDsFzu8g,75HV-KqCtn_oHeiLiGlO_w,5.0
O1V3pNaj6iKrH3zc1riY9g,yTamoMnnejzTlq5Lo6yMJQ,4.0
gKSuAv27TRByIlMIiC4E4w,Yqn8UHRl-rGW9b9usi2c7A,5.0
vlhWMFM1WNRrQvjcCIYKKQ,u0KnRTZGNuydRjvvuhASNA,4.0
NnI_x-QVL0pC-Z1ZFFeH5A,48-tBsPQlSw5VD0IX6CxSg,4.0
sJXr9_84Nk3YA9qKCF9NxQ,AyUGGeNJfRjmH44oUaqmQQ,2.0
QDifqPaUMgTXPlVj7tI1ZA,Ky12BdI2NePHGvkDhoeXFQ,5.0
RUHaD_EtbuQRlmJVnufldw,aM-FPdJicti_TzymjW3Usg,5.0
FbBd9k0Vq7jXM_4qP8qbew,RYzWC7G9p53Qd_LcYWqOkA,5.0
CGBqO0VmaUVtc7bn7i_30Q,dRst41YZTP7K1zIh7jZe6w,4.0
SJQ6uZ_vICXm7-yQIq2aug,_PaHL9GgKDwise1GlIwOwA,5.0
j5jlSLzW-2cU28ibE7pNsA,mZh4fZUoxiQobYEVDq4I4A,5.0
F6YYu4hRQdIf0F1grhAYrw,_dZgqmgI4OP-RadzNFoC8A,5.0
4TmpmuQ4vRCV107S4k1VAQ,jh07n3CFoc8gskZ8F-2g9w,2.0
xbymHMH_MTxZoahUp4n0DA,C2Sq5A2g7a56wwiqrQ0ucA,2.0
-EYISDuTbmzIGlykQjS8Wg,vQNe7TD_QDpGtGbkaAqi8Q,3.0
D2EbhhMLMjQQt8QKRAMbGw,KvnvR8SXRF1z9xmQHnqIdw,1.0
FM9kxI_Z0jjSOptnTfZ-sA,geqpfK2WO6uHJCDpNofURA,4.0
9aDfGaeIrGJB6q-yxfjABQ,j1zh2QS6v4vvdKbpxu58lw,3.0
5yAU6trAomLhAmGOjTCzrA,Wntfpa8QcJ5wXLyzMq-J5A,2.0
d61a8kmEphQmBbD7h4dRNQ,DiRIdYhGyuTNZurKyuWf7A,4.0
7K3QGYDSgT0SPOdwtbOc2Q,KRNrssbpE1AKo-48BIpdLw,3.0
Z-E2QOEbm1_qQYApq8rtIg,BCFDatZ72MzHNqcJI4yy-w,3.0
smQ__H07lZ6kuEHsKJNIOg,ZuvpkLq7p_uTjgFx0e_kSQ,4.0
oyFBkCKjALTJ1LTSLUyirw,OtDbf2sYiLVtDYOFVnU3gA,4.0
eBaPCZugaGhAsnFslFJ3jg,CzplV6UpIdABR5sRq8hjog,5.0
5RHa6ARjqHnjkk2puc5y_w,-oCYfB-JL3Yc_RECg4B1Qw,2.0
03rRTBvZ5ZPtltZYXic3iA,vKHj8egEtB0WqYy7RNZrqw,4.0
O6XnPd4jGG3ZGPYTP26eZw,P6u9VBwU20tkfEKIlmrOTA,2.0
qYUQ-zyGWrsAtp6zlPzFEw,zMUogkPUcbERERTa6xwERQ,5.0
a4UKZ21rIYToM1peC0ggbQ,k6RU4Y3MUgxH0kudmQPLFQ,4.0
v0lgOhW5MlamhJ9XFeYcuA,mTvk0uQlGv68ARiRb7XyYQ,5.0
yidjiQygV952yjx_2Gg5PQ,TO54OXfj7o97Na9WDTPsZg,5.0
LfwTv-wuFuKsg5ghMnm7lg,agwVUNBP7X20J6dZoHXnKg,3.0
U6d9NHEWOPs7g8xMUb4VYw,1IrJTmx_mIJJE3JbYkNXKw,1.0
t_qvxlkyF1nu2_WYgIxFaw,X3bKIX-3uk9970bNst49tA,3.0
YRO9Api0kMbv9s_Uk66jDg,TF56t7oVHky0nU8iyGr8gw,1.0
i9F35UmYkvBirC2Yl9fuqg,7ej-ET3kf2ASvECF_8r95g,5.0
6OC3Yenu3YGN0D4i-6-1Jw,Ife_IgrP3PF0USBQwkxMWA,5.0
epVykC5WaPMdclxigQp5Mw,5fAhoG03Qy99lI0v7jGFYg,5.0
MyTv5PaWv6bXwxjUokRzuQ,6GczIaxfVePcP1ztujRisw,1.0
5RgpWEIxw29Zi5Rg64hg4A,wRMFreMjQsE3wpcxu4AlkQ,5.0
VBg9oMpOrDyKrvQ32NjV0Q,kvXWN5kB7CEzmMCf557Xug,5.0
EmbP0wDdeLW_4ltUHusV5A,S9NvWyHUPsuYK7ObMV43pA,5.0
UsA79vSfHW0jkmeN0Y5pWQ,Vq6VFZg0b9HKAfrEG2-vEg,5.0
WzZh0h8okMmwxGcGnApteQ,JdWplSS3RfBFamm4FshtcA,5.0
jJoz7f2W59OkRUqrhEkLKw,z7H7GmFn5UO1UyqHN-aKoQ,3.0
N4X_asFaihuin2azSL9lXw,FY6FpTdiHaU0eb1cxHh_VA,5.0
jALq0qDW2h0NIbjFkJYrqA,UxKUn9dsTXrBaXgtJ9VvZw,2.0
9acI024v5cpzBtB42bgO0g,DJH9y5ZF7KdBuHRMOsgvfA,1.0
9xUoWoUp1kT0CoFyMg-miQ,qoeCm_VQ6HEdukdBjyMaPg,4.0
EAlvaYFYNNMF2EE-Mqwabg,dYiOhCuOWJRlwOZb1lCBsA,2.0
sU3HYRrljZcuSl1JxTmTsA,uSM_sCp22BJWeatTDl6ODA,4.0
1vr2hDkGt7O3MEVrBYnABw,zmZ3HkVCeZPBefJJxzdJ7A,1.0
IKwNVeAJOYqg2YG3kex__g,pt2GIdV6n3kq1DuRiVv0PQ,2.0
JKsB50Tv6MOV8tRYvZHn9Q,Ly8E8wrBxzXQIBoE_FuxYA,4.0
g1H7h3YjwupcenaaEIVdNQ,DMqzf-NXhsIWmoXSV7GS2Q,4.0
tDmNzJSzXDnwHHtUvU8kjQ,wgvmFqXQYRmMvC6V--ISaA,5.0
AipKoS0GQMNm9KbT86mJuw,sJMyaQ-pjAdcROQ9MQdsGw,1.0
m0DvPkOxUxciLwJ4lZsofQ,IC4bpW-bUMdBIizXeUnFfg,4.0
lnTuHh4E7DVHdOPKx_7fsA,bJKqZi70hu8g_ctZAAxtJw,4.0
QuiOIZivkg7Da9O03pBbUw,vS6_3-vp3vxYcxSTir9GYw,5.0
yXqhGE66Nf2v4eQD9kdFQQ,GsLR5-jx8Sp3dngJro4zOg,5.0
QSYkRV1xS3HQONR5F7MJLg,KKB3Z3bLDTNY2hBFzuRNEg,4.0
xZwg69sEsCdD915NH3cnzg,I-YtFDITsd8SJr6vm44J_A,1.0
4CfHE0LDwgqHQ5W73tguOg,1BvysshfkDS2eJ0k8XiDjQ,3.0
keQaQtrGBAvVx9zWHOpoCw,jREzLrIEkc4jQKLfYMJ0gg,5.0
cID1HubUhKOI1x4MyUEkRQ,WCQ9YGdpS97t6wAoRAGhiA,3.0
d24PAJpUIlmylwYJNSksgw,m68Kg4CcqP_e_53Mzaa_gw,1.0
muoXrq5J0XxIar0rvUyp-g,VPaSLUkZZ7GF7B8RS-aeFQ,5.0
G-yywYE-zMmaQZuHhEUlHQ,pCNH6bRbyAR7vhaIKoFCxQ,5.0
PxKim7BrFMCi7i2K9t4Ofw,g-iLpj7YL0juWfwCFubQkQ,4.0
UsA79vSfHW0jkmeN0Y5pWQ,9lfndCYryaRMpc9uOoP9GQ,1.0
lYFIyXfT7qx9-h_GCt6YZQ,6iOAgzJ0DRZNSKA3FSrrOg,2.0
JyqMSv8H-ubkpDRpt1EQhg,OJxWVI_240DS1Xyb-JK-uw,1.0
Xo-IrQOfiTGuSAU0lPVCkA,XKunwTdvwooneHIbek7oIw,5.0
KsaBkgmMxMPcZq_zkSAXBQ,3cLBtLFiH8IRdlEy9S8RiQ,5.0
jjuZcIb9uK_OqSeuB6oj0w,t2xsi7qIN0iwGiOyCn7k8Q,1.0
BGFnDjODNp06MBuSaCgtgQ,6b3r7zfWPufrv874rKicrQ,1.0
-jL7tEr26PdIsXMiX7vE8g,DJH9y5ZF7KdBuHRMOsgvfA,1.0
OtSKAalHMStRnuaKo7GHhQ,UDbPbvHCUwCRBFQClFABxw,5.0
0WqEkKMu03irkMiEtsFxZg,zmZ3HkVCeZPBefJJxzdJ7A,5.0
HHZvDDmcV_u19N23mdAM0g,7bYE2n75faWu_OjzxD0l0w,5.0
Hx65NbxQdwsIxEm1Y4tUeg,3w4wx-6MSRPuAhD6lHk9-w,4.0
uPd_kh2sOOtMha4VRDHCXQ,AIg-IBSPAkg015_C7nvIdA,5.0
HOG9aojFw60sBi7CObTjEA,dTqLaBbjDRIYKqEQ9L3J8w,2.0
